index,source_type,component_id,local_path,mobbin_url,mobbin_id,flow_id,flow_name,flow_position,image_url,query
17,screen,document-page-editor,evidence/mobbin/screens/screen-017-abd1d5d5.webp,,abd1d5d5-b7be-4be5-83d9-523d755a9f37,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
18,screen,document-page-editor,evidence/mobbin/screens/screen-018-1aa4deec.webp,,1aa4deec-3d68-4b1f-8f44-d305464db443,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
19,screen,database-view-table-board,evidence/mobbin/screens/screen-019-a66a81c9.webp,,a66a81c9-3fc2-4b92-8f19-0e1f178c798e,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
20,screen,command-block-insert,evidence/mobbin/screens/screen-020-4cb25201.webp,,4cb25201-e4e1-4446-a1f8-813eba8c43af,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
21,screen,onboarding-workspace,evidence/mobbin/screens/screen-021-c05fdc8a.webp,,c05fdc8a-929a-4671-a457-90388898d76b,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
22,screen,onboarding-workspace,evidence/mobbin/screens/screen-022-f45a639a.webp,,f45a639a-28e6-4a02-82a4-ccbe15e5bc13,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
23,screen,command-block-insert,evidence/mobbin/screens/screen-023-b799f878.webp,,b799f878-765e-481d-96f0-7fbed79f1e3d,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
24,screen,document-page-editor,evidence/mobbin/screens/screen-024-eb1f804d.webp,,eb1f804d-2396-44b5-ac66-0a4ad3923afd,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
25,screen,document-page-editor,evidence/mobbin/screens/screen-025-a7c67122.webp,,a7c67122-92ad-48b5-aae6-38c53b3edf8b,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
26,screen,onboarding-workspace,evidence/mobbin/screens/screen-026-f57eac1e.webp,,f57eac1e-10c4-4343-adfb-b66283af3171,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
27,screen,onboarding-workspace,evidence/mobbin/screens/screen-027-694c9fac.webp,,694c9fac-97d6-4007-8880-18cac3e67d7e,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
28,screen,document-page-editor,evidence/mobbin/screens/screen-028-6338b901.webp,,6338b901-75f2-4e7d-9cc9-07f89bc4d7a5,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
29,screen,document-page-editor,evidence/mobbin/screens/screen-029-fec09ec2.webp,,fec09ec2-fba4-45b2-98ad-28e6366bd642,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
30,screen,ai-assistant-panel,evidence/mobbin/screens/screen-030-6089ea12.webp,,6089ea12-478b-4a9a-bcd7-ee7e92f65ba4,,,,,Notion web app document editor with sidebar blocks database workspace templates settings
31,section,marketing-hero-section,evidence/mobbin/sections/section-001-b2bc7d7b.webp,,b2bc7d7b-fb64-4de5-97fc-c8c73f7c8d07,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
32,section,docs-projects-grid,evidence/mobbin/sections/section-002-e1967909.webp,,e1967909-d4ff-4945-afb9-f367e8128962,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
33,section,docs-projects-grid,evidence/mobbin/sections/section-003-469ffa20.webp,,469ffa20-b78d-4857-ae59-9b0385d46fcf,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
34,section,docs-projects-grid,evidence/mobbin/sections/section-004-81872a72.webp,,81872a72-34c6-4a8f-b802-980854d0148a,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
35,section,marketing-hero-section,evidence/mobbin/sections/section-005-5508b377.webp,,5508b377-93e6-49fc-8d7e-dcaee5203c63,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
36,section,docs-projects-grid,evidence/mobbin/sections/section-006-11ff92e7.webp,,11ff92e7-d898-42e4-b761-c4f6a9a53a9f,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
37,section,pricing-plan-cards,evidence/mobbin/sections/section-007-b2f27058.webp,,b2f27058-0178-424f-aef6-d32ba5ab490e,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
38,section,marketing-hero-section,evidence/mobbin/sections/section-008-f7ed85df.webp,,f7ed85df-523e-4081-9262-b89c14793bde,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
39,section,docs-projects-grid,evidence/mobbin/sections/section-009-e75e5d84.webp,,e75e5d84-ee02-4ae3-918f-c1325939ead4,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
40,section,docs-projects-grid,evidence/mobbin/sections/section-010-da72ad85.webp,,da72ad85-20bb-4fb9-a2c6-4db4aabe9fe5,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
41,section,docs-projects-grid,evidence/mobbin/sections/section-011-0b2be6bf.webp,,0b2be6bf-1bf1-4f06-a7b8-a6e9d79122df,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
42,section,marketing-hero-section,evidence/mobbin/sections/section-012-cffe0e70.webp,,cffe0e70-9654-4721-b327-5995a02ab247,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
43,section,ai-assistant-panel,evidence/mobbin/sections/section-013-500bcd7c.webp,,500bcd7c-e28b-426a-a011-d34194492cd2,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
44,section,ai-assistant-panel,evidence/mobbin/sections/section-014-9d99eaf8.webp,,9d99eaf8-63fd-4ae8-b16f-1f9d2e4dfb26,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
45,section,ai-assistant-panel,evidence/mobbin/sections/section-015-b352d81f.webp,,b352d81f-16d5-4a56-8a97-f26c75726ed3,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
46,section,marketing-hero-section,evidence/mobbin/sections/section-016-fee963b4.webp,,fee963b4-ffb4-4234-b861-14d63d7106b2,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
47,section,pricing-plan-cards,evidence/mobbin/sections/section-017-25686db7.webp,,25686db7-34a8-40f6-8843-faeb02b26606,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
48,section,template-gallery,evidence/mobbin/sections/section-018-7f292317.webp,,7f292317-4b30-4032-a105-13c13995cd7d,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
49,section,pricing-plan-cards,evidence/mobbin/sections/section-019-0ad6ec34.webp,,0ad6ec34-3833-4a6b-bd6c-b7345a531840,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
50,section,marketing-hero-section,evidence/mobbin/sections/section-020-0e62a6af.webp,,0e62a6af-02d5-4189-a53b-d432df4ba438,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
51,section,template-gallery,evidence/mobbin/sections/section-021-7a41e02d.webp,,7a41e02d-9a91-4941-9f29-9b0078063da8,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
52,section,marketing-hero-section,evidence/mobbin/sections/section-022-58bd399e.webp,,58bd399e-ff14-4dac-9378-cb8b97b06977,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
53,section,marketing-hero-section,evidence/mobbin/sections/section-023-6b22c82e.webp,,6b22c82e-5bf1-4cee-a6f2-fab6260ba857,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
54,section,pricing-plan-cards,evidence/mobbin/sections/section-024-62c8c3cb.webp,,62c8c3cb-03c4-42c5-a5ee-3bad0564218f,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
55,section,docs-projects-grid,evidence/mobbin/sections/section-025-aeb77084.webp,,aeb77084-fe86-493f-8042-ee2793634356,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
56,section,ai-assistant-panel,evidence/mobbin/sections/section-026-793aed7d.webp,,793aed7d-a330-4cfe-9b64-2e9a5b385e10,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
57,section,docs-projects-grid,evidence/mobbin/sections/section-027-bda468ed.webp,,bda468ed-480b-4660-8417-476df8fd70dc,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
58,section,docs-projects-grid,evidence/mobbin/sections/section-028-d8aa51ea.webp,,d8aa51ea-a443-43ad-8856-8f54a83330c7,,,,,Notion website homepage docs wiki projects pricing templates AI product sections
59,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-creating-a-workspace/preview-001-pos-1.webp,,flow-preview-001,757b6888-6eaa-498d-9b18-c013c9a2ef4a,Creating a workspace,1/14,,Notion onboarding create workspace invite team templates upgrade settings
60,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-creating-a-workspace/preview-002-pos-4.webp,,flow-preview-002,757b6888-6eaa-498d-9b18-c013c9a2ef4a,Creating a workspace,4/14,,Notion onboarding create workspace invite team templates upgrade settings
61,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-creating-a-workspace/preview-003-pos-8.webp,,flow-preview-003,757b6888-6eaa-498d-9b18-c013c9a2ef4a,Creating a workspace,8/14,,Notion onboarding create workspace invite team templates upgrade settings
62,flow_screen,app-shell-sidebar,evidence/mobbin/flows/flow-preview-creating-a-workspace/preview-004-pos-11.webp,,flow-preview-004,757b6888-6eaa-498d-9b18-c013c9a2ef4a,Creating a workspace,11/14,,Notion onboarding create workspace invite team templates upgrade settings
63,flow_screen,app-shell-sidebar,evidence/mobbin/flows/flow-preview-creating-a-workspace/preview-005-pos-14.webp,,flow-preview-005,757b6888-6eaa-498d-9b18-c013c9a2ef4a,Creating a workspace,14/14,,Notion onboarding create workspace invite team templates upgrade settings
64,flow_screen,app-shell-sidebar,evidence/mobbin/flows/flow-preview-onboarding-team/preview-006-pos-1.webp,,flow-preview-006,47b2a5db-b581-4aef-9d03-83d2c13947c0,Onboarding (Team),1/17,,Notion onboarding create workspace invite team templates upgrade settings
65,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding-team/preview-007-pos-5.webp,,flow-preview-007,47b2a5db-b581-4aef-9d03-83d2c13947c0,Onboarding (Team),5/17,,Notion onboarding create workspace invite team templates upgrade settings
66,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding-team/preview-008-pos-9.webp,,flow-preview-008,47b2a5db-b581-4aef-9d03-83d2c13947c0,Onboarding (Team),9/17,,Notion onboarding create workspace invite team templates upgrade settings
67,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding-team/preview-009-pos-13.webp,,flow-preview-009,47b2a5db-b581-4aef-9d03-83d2c13947c0,Onboarding (Team),13/17,,Notion onboarding create workspace invite team templates upgrade settings
68,flow_screen,app-shell-sidebar,evidence/mobbin/flows/flow-preview-onboarding-team/preview-010-pos-17.webp,,flow-preview-010,47b2a5db-b581-4aef-9d03-83d2c13947c0,Onboarding (Team),17/17,,Notion onboarding create workspace invite team templates upgrade settings
69,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding/preview-011-pos-1.webp,,flow-preview-011,6a0c0bb0-ec58-437a-be74-66a9f683b860,Onboarding,1/15,,Notion onboarding create workspace invite team templates upgrade settings
70,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding/preview-012-pos-5.webp,,flow-preview-012,6a0c0bb0-ec58-437a-be74-66a9f683b860,Onboarding,5/15,,Notion onboarding create workspace invite team templates upgrade settings
71,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding/preview-013-pos-8.webp,,flow-preview-013,6a0c0bb0-ec58-437a-be74-66a9f683b860,Onboarding,8/15,,Notion onboarding create workspace invite team templates upgrade settings
72,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding/preview-014-pos-12.webp,,flow-preview-014,6a0c0bb0-ec58-437a-be74-66a9f683b860,Onboarding,12/15,,Notion onboarding create workspace invite team templates upgrade settings
73,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding/preview-015-pos-15.webp,,flow-preview-015,6a0c0bb0-ec58-437a-be74-66a9f683b860,Onboarding,15/15,,Notion onboarding create workspace invite team templates upgrade settings
74,flow_screen,app-shell-sidebar,evidence/mobbin/flows/flow-preview-creating-a-teamspace/preview-016-pos-1.webp,,flow-preview-016,30e6a4f8-fe5a-4997-aeff-98adf0bf0856,Creating a teamspace,1/8,,Notion onboarding create workspace invite team templates upgrade settings
75,flow_screen,app-shell-sidebar,evidence/mobbin/flows/flow-preview-creating-a-teamspace/preview-017-pos-5.webp,,flow-preview-017,30e6a4f8-fe5a-4997-aeff-98adf0bf0856,Creating a teamspace,5/8,,Notion onboarding create workspace invite team templates upgrade settings
76,flow_screen,app-shell-sidebar,evidence/mobbin/flows/flow-preview-creating-a-teamspace/preview-018-pos-8.webp,,flow-preview-018,30e6a4f8-fe5a-4997-aeff-98adf0bf0856,Creating a teamspace,8/8,,Notion onboarding create workspace invite team templates upgrade settings
77,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-teamspaces/preview-019-pos-1.webp,,flow-preview-019,69ee9d9f-ff48-4461-8b7b-e70712fa27c4,Teamspaces,1/2,,Notion onboarding create workspace invite team templates upgrade settings
78,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-teamspaces/preview-020-pos-2.webp,,flow-preview-020,69ee9d9f-ff48-4461-8b7b-e70712fa27c4,Teamspaces,2/2,,Notion onboarding create workspace invite team templates upgrade settings
79,flow_screen,pricing-plan-cards,evidence/mobbin/flows/flow-preview-onboarding/preview-021-pos-1.webp,,flow-preview-021,7a12675f-80fc-4608-9feb-7ec412cf55c5,Onboarding,1/13,,Notion onboarding create workspace invite team templates upgrade settings
80,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding/preview-022-pos-4.webp,,flow-preview-022,7a12675f-80fc-4608-9feb-7ec412cf55c5,Onboarding,4/13,,Notion onboarding create workspace invite team templates upgrade settings
81,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding/preview-023-pos-7.webp,,flow-preview-023,7a12675f-80fc-4608-9feb-7ec412cf55c5,Onboarding,7/13,,Notion onboarding create workspace invite team templates upgrade settings
82,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-onboarding/preview-024-pos-10.webp,,flow-preview-024,7a12675f-80fc-4608-9feb-7ec412cf55c5,Onboarding,10/13,,Notion onboarding create workspace invite team templates upgrade settings
83,flow_screen,pricing-plan-cards,evidence/mobbin/flows/flow-preview-onboarding/preview-025-pos-13.webp,,flow-preview-025,7a12675f-80fc-4608-9feb-7ec412cf55c5,Onboarding,13/13,,Notion onboarding create workspace invite team templates upgrade settings
84,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-inviting-a-team-member-onboarding/preview-026-pos-1.webp,,flow-preview-026,edf4dfb6-6288-444f-ae50-d61909ff86c3,Inviting a team member (onboarding),1/4,,Notion onboarding create workspace invite team templates upgrade settings
85,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-inviting-a-team-member-onboarding/preview-027-pos-3.webp,,flow-preview-027,edf4dfb6-6288-444f-ae50-d61909ff86c3,Inviting a team member (onboarding),3/4,,Notion onboarding create workspace invite team templates upgrade settings
86,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-inviting-a-team-member-onboarding/preview-028-pos-4.webp,,flow-preview-028,edf4dfb6-6288-444f-ae50-d61909ff86c3,Inviting a team member (onboarding),4/4,,Notion onboarding create workspace invite team templates upgrade settings
87,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-inviting-a-member/preview-029-pos-1.webp,,flow-preview-029,7912c3ca-d0d6-4461-b348-fd4127fc508d,Inviting a member,1/4,,Notion onboarding create workspace invite team templates upgrade settings
88,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-inviting-a-member/preview-030-pos-3.webp,,flow-preview-030,7912c3ca-d0d6-4461-b348-fd4127fc508d,Inviting a member,3/4,,Notion onboarding create workspace invite team templates upgrade settings
89,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-inviting-a-member/preview-031-pos-4.webp,,flow-preview-031,7912c3ca-d0d6-4461-b348-fd4127fc508d,Inviting a member,4/4,,Notion onboarding create workspace invite team templates upgrade settings
90,flow_screen,onboarding-workspace,evidence/mobbin/flows/flow-preview-adding-a-workspace/preview-032-pos-1.webp,,flow-preview-032,5783ec26-460a-4486-ab8a-439156dbcffa,Adding a workspace,1/6,,Notion onboarding create workspace invite team templates upgrade settings
91,flow_screen,database-view-table-board,evidence/mobbin/flows/flow-preview-adding-a-workspace/preview-033-pos-4.webp,,flow-preview-033,5783ec26-460a-4486-ab8a-439156dbcffa,Adding a workspace,4/6,,Notion onboarding create workspace invite team templates upgrade settings
92,flow_screen,database-view-table-board,evidence/mobbin/flows/flow-preview-adding-a-workspace/preview-034-pos-6.webp,,flow-preview-034,5783ec26-460a-4486-ab8a-439156dbcffa,Adding a workspace,6/6,,Notion onboarding create workspace invite team templates upgrade settings
93,flow_screen,database-view-table-board,evidence/mobbin/flows/flow-preview-creating-a-teamspace/preview-035-pos-1.webp,,flow-preview-035,a21cd26a-5236-4b79-a810-d05379073288,Creating a teamspace,1/12,,Notion onboarding create workspace invite team templates upgrade settings
94,flow_screen,database-view-table-board,evidence/mobbin/flows/flow-preview-creating-a-teamspace/preview-036-pos-5.webp,,flow-preview-036,a21cd26a-5236-4b79-a810-d05379073288,Creating a teamspace,5/12,,Notion onboarding create workspace invite team templates upgrade settings
95,flow_screen,template-gallery,evidence/mobbin/flows/flow-preview-creating-a-teamspace/preview-037-pos-8.webp,,flow-preview-037,a21cd26a-5236-4b79-a810-d05379073288,Creating a teamspace,8/12,,Notion onboarding create workspace invite team templates upgrade settings
96,flow_screen,app-shell-sidebar,evidence/mobbin/flows/flow-preview-creating-a-teamspace/preview-038-pos-12.webp,,flow-preview-038,a21cd26a-5236-4b79-a810-d05379073288,Creating a teamspace,12/12,,Notion onboarding create workspace invite team templates upgrade settings
